"name","count","topcode","tricky","url","notes"
"American Society of Tropical Medicine and Hygiene",1,"Health",,,
"Society Of Medical Consultants To The Armed Forces",1,"Health",,,
"American Institute Of Health Care Professionals",1,"Health",,,
"Australian Medical Council",1,"Health",,,
"Association for Healthcare Resource & Materials Management",1,"Health",,,
"Society of Nuclear Medicine and Molecular Imaging",1,"Health",,,
"Alliance For Quality Medical Imaging And Radiation Therapy",1,"Health",,,
"Institute For Functional Medicine",1,"Health",,,
"American Medical Group Association",1,"Health",,,
"Case Management Society of America",1,"Health",,,
"American Board of Quality Assurance and Utilization Review Physicians",1,"Health",,,
"American College of Healthcare Executives",1,"Health",,,
"National Association of Directors of Nursing Administration/Long-Term Care",1,"Health",,,
"American Association for the Study of Liver Diseases",1,"Health",,,
"American Society for Blood and Marrow Transplantation",1,"Health",,,
"Society for Adolescent Health and Medicine",1,"Health",,,
"Academy Of Pharmaceutical Physicians And Investigators",1,"Health",,,
"American Association of Public Health Physicians",1,"Health",,,
"Pa-aaps",1,"Health",,,
"Alaska State Medical Association",1,"Health",,,
"Iowa Medical Society",1,"Health",,,
"Maine Medical Association",1,"Health",,,
"New Hampshire Medical Society",1,"Health",,,
"New Mexico Medical Society",1,"Health",,,
"Rhode Island Medical Society",1,"Health",,,
"Vermont Medical Society",1,"Health",,,
"Docs 4 Patient Care",1,"Health",,,
"Children's Community Pediatrics",1,"Health",,,
"American Board of Internal Medicine",1,"Health",,,
"Prc Medical",1,"Health",,,
"Physicians for Social Responsibility San Francisco-Bay Area Chapter",1,"Health",,,
"American Society For Clinical Investigation",1,"Health",,,
"American Association Of Physicians Of Indian Origin",1,"Health",,,
"Association of Independent Doctors",1,"Health",,,
"American Board of Family Medicine",1,"Health",,,
"Bon Secours Medical Group",1,"Health",,,
"Bay State Psychological Associates",1,"Health",,,
"Brigid Collins Family Support Center",1,"Health",,,
"Association for Psychological Science",1,"Health",,,
"American Psychological Association Practice Organization",1,"Health",,,
"International Psychoanalytical Association",1,"Health",,,
"Association for Research in Vision and Ophthalmology",1,"Health",,,
"New Jersey Academy of Opthalmology",1,"Health",,,
"Society for Excellence in Eyecare",1,"Health",,,
"Gynecologic Cancer Foundation",1,"Health",,,
"Oklahoma Society Of Clinical Oncology",1,"Health",,,
"Florida Society Of Clinical Oncology",1,"Health",,,
"New Mexico Society Of Clinical Oncology",1,"Health",,,
"Ambulatory Surgery Center Association",1,"Health",,,
"Gipac",1,"Health",,,
"Neurosurgery: On Call",1,"Health",,,
"Interamerican College of Physicians and Surgeons",1,"Health",,,
"Society For Vascular Medicine",1,"Health",,,
"Health Physics Society",1,"Health",,,
"New York Society for Gastrointestinal Endoscopy",1,"Health",,,
"Association of Pediatric Oncology Social Workers",1,"Health",,,
"American Society of Exercise Physiologists",1,"Health",,,
"Society For Cardiovascular Magnetic Resonance",1,"Health",,,
"Academy of Physicians in Clinical Research",1,"Health",,,
"International Associaiton of Coroners & Medical Examiners",1,"Health",,,
"National Academy of Sports Medicine",1,"Health",,,
"Joint Section on Pediatric Neurosurgery",1,"Health",,,
"American Society of Pediatric Nephrology",1,"Health",,,
"American Society of Pediatric Neurosurgeons",1,"Health",,,
"American Society of Neuroimaging",1,"Health",,,
"Association of Freestanding Radiation Oncology Centers",1,"Health",,,
"Large Urology Group Practice Association",1,"Health",,,
"American Burn Association",1,"Health",,,
"American Association for the Surgery of Trauma",1,"Health",,,
"American College of Radiation Oncology",1,"Health",,,
"American Society of Cytopathology",1,"Health",,,
"American Society of Dermatopathology",1,"Health",,,
"International Society for the Advancement of Spine Surgery",1,"Health",,,
"American Orthopaedic Foot & Ankle Society",1,"Health",,,
"American Pediatric Surgical Association",1,"Health",,,
"AMDA - The Society for Post-Acute and Long-Term Care Medicine",1,"Health",,,
"Society of General Internal Medicine",1,"Health",,,
"American Neurotology Society",1,"Health",,,
"American Osteopathic Colleges of Ophthalmology and Otolaryngology - Head and Neck Surgery",1,"Health",,,
"American Otological Society",1,"Health",,,
"American Society of Pediatric Otolaryngology",1,"Health",,,
"Association of Otolaryngology Administrators",1,"Health",,,
"Virginia Dental Association",1,"Health",,,
"American Association of Women Dentists",1,"Health",,,
"American Society of Dentist Anesthesiologists",1,"Health",,,
"Dental Lifeline Network",1,"Health",,,
"Organization for Safety, Asepsis and Prevention",1,"Health",,,
"DentaQuest",1,"Health",,,
"Acupunture And Oriental Medicine National Coalition",1,"Health",,,
"American Association Of Acupuncture And Oriental Medicine",1,"Health",,,
"Connecticut Academy Of Audiology",1,"Health",,,
"Florida Academy Of Audiology",1,"Health",,,
"Patient First Air Ambulance Alliance",1,"Health",,,
"Specialized Physical Therapy",1,"Health",,,
"Self-reliance, Inc.",1,"Health",,,
"Aurum Foundation",1,"Health",,,
"California Physical Therapy Association",1,"Health",,,
"Radiology Business Management Association",1,"Health",,,
"Physician Assistant Education Association",1,"Health",,,
"National Association of Nutrition Professionals",1,"Health",,,
"Student Academy of Audiology",1,"Health",,,
"Academy of Doctors of Audiology",1,"Health",,,
"National Association Of Orthopedic Nurses",1,"Health",,,
"Nurse Practitioner Business Owners",1,"Health",,,
"Massachusetts Coalition Of Nurse Practitioners",1,"Health",,,
"International Association of Forensic Nurses",1,"Health",,,
"American Society of Plastic Surgical Nurses",1,"Health",,,
"Institute for Nurse Practitioner Excellence",1,"Health",,,
"American Association of Neuroscience Nurses",1,"Health",,,
"Association of Radiologic & Imaging Nursing",1,"Health",,,
"International Society of Nurses in Genetics",1,"Health",,,
"National Association of Hispanic Nurses",1,"Health",,,
"Pediatric Endocrinology Nursing Society",1,"Health",,,
"Pharmacy Access Partnership",1,"Health",,,
"American College of Clinical Pharmacology",1,"Health",,,
"California Society of Health-System Pharmacists",1,"Health",,,
"American Association of Pharmaceutical Scientists",1,"Health",,,
"Independent Pharmacy Alliance of America",1,"Health",,,
"Texas Pharmacy Business Council",1,"Health",,,
"North Dakota Pharmacists Association",1,"Health",,,
"RX Response",1,"Health",,,
"TelePharm",1,"Health",,,
"Tekgenics Corporation",1,"Health",,,
"National Cornerstone Healthcare Services",1,"Health",,,
"Wisconsin Primary Health Care Association",1,"Health",,,
"Trinity Health",1,"Health",,,
"Catholic Healthcare Partners",1,"Health",,,
"Communities Joined In Action",1,"Health",,,
"Kitsap County Health District",1,"Health",,,
"Cerner Corporation",1,"Health",,,
"eHealth Initiative",1,"Health",,,
"The Medical Trianon",1,"Health",,,
"NextGen Healthcare",1,"Health",,,
"Asian Health Services",1,"Health",,,
"Health Care Supply Chain Association",1,"Health",,,
"Alliance For Advancing Nonprofit Health Care",1,"Health",,,
"Medicalert Foundation",1,"Health",,,
"Novation",1,"Health",,,
"Peacehealth",1,"Health",,,
"Clinica Sierra Vista",1,"Health",,,
"Kokua Kalihi Valley",1,"Health",,,
"American Red Cross Rape Crisis Services",1,"Health",,,
"Medical Necessities",1,"Health",,,
"American Well",1,"Health",,,
"eSNF",1,"Health",,,
"Dignity Health",1,"Health",,,
"Accreditation Association for Ambulatory Health Care",1,"Health",,,
"Alliance for Home Health Quality and Innovation",1,"Health",,,
"Health Diagnostic Laboratory",1,"Health",,,
"mHealth Regulatory Coalition",1,"Health",,,
"Amerinet",1,"Health",,,
"Surescripts",1,"Health",,,
"Unity House Of Cayuga County, Inc.",1,"Health",,,
"AlphaOne",1,"Health",,,
"Long Island Center for Independent Living",1,"Health",,,
"Statewide Independent Living Council Of Georgia",1,"Health",,,
"Three Rivers Center For Independent Living",1,"Health",,,
"California Association for Health Services at Home",1,"Health",,,
"Home Instead Senior Care",1,"Health",,,
"Lifesprk",1,"Health",,,
"Home Care Association of America",1,"Health",,,
"American Academy of Home Care Medicine",1,"Health",,,
"DaVita Incorporated",1,"Health",,,
"National Council on Problem Gambling ",1,"Health",,,
"CETPA, Inc.",1,"Health",,,
"National Alliance for Medication Assisted Recovery",1,"Health",,,
"International Certification and Reciprocity Consortium",1,"Health",,,
"Temple Center for Substance Abuse Research",1,"Health",,,
"National Primate Research Centers",1,"Health",,,
"Quest Diagnostics",1,"Health",,,
"Suncare Research Laboratories",1,"Health",,,
"ADAP Advocacy Association",1,"Health",,,
"Colorado AIDS Project",1,"Health",,,
"No / Aids Task Force",1,"Health",,,
"Palmetto Aids Life Support Services, Inc.",1,"Health",,,
"Treatment Access Expansion Project",1,"Health",,,
"Priority Health",1,"Health",,,
"Harvard Pilgrim Health Care",1,"Health",,,
"Hudson Health Plan",1,"Health",,,
"Postpartum Resource Center Of New York, Inc.",1,"Health",,,
"Center For Borderline Personality Disorder / Self-injury",1,"Health",,,
"National Mental Health Association",1,"Health",,,
"American Association For Psychoanalysis In Clinical Social Work",1,"Health",,,
"Confederation Of Independent Psychoanalytic Societies",1,"Health",,,
"National Association For Behavioral Health",1,"Health",,,
"Thrive Works",1,"Health",,,
"Florida Mental Health Counselors Association",1,"Health",,,
"Oregon Counseling Association",1,"Health",,,
"Opaka, Llc",1,"Health",,,
"Richmond Area Multi-services, Inc.",1,"Health",,,
"Compass Rape Crisis & Counseling Center",1,"Health",,,
"Mental Health America Of Licking County",1,"Health",,,
"State Association of Addiction Services",1,"Health",,,
"Children's Mental Health Network",1,"Health",,,
"Mental Illness Policy",1,"Health",,,
"Treatment Advocacy Center",1,"Health",,,
"American Mental Health Foundation",1,"Health",,,
"M3 Information",1,"Health",,,
"Forensic Healthcare Consulting",1,"Health",,,
"Advisory Board Company",1,"Health",,,
"Natural Environments, Inc",1,"Construction",,,
"PulteGroup, Inc.",1,"Construction",,,
"Affordable Comfort",1,"Construction",,,
"Oklahoma State Home Builders Association",1,"Construction",,,
"Student Osteopathic Medical Association",1,"Other",,,
"Southern Illinois And Southwest Indiana Respiratory Clinic",1,"Health",,,
"Peoples Health Centers",1,"Health",,,
"Norfolk Community Health Center",1,"Health",,,
"Association of Community Cancer Centers",1,"Health",,,
"California School Health Centers Association",1,"Health",,,
"Hudson Valley Occupational Medicine Center",1,"Health",,,
"Frederick County Hepatitis Clinic, Inc.",1,"Health",,,
"University Healthsystem Consortium",1,"Health",,,
"South Dakota Association of Healthcare Organizations",1,"Health",,,
"Ohio Association of Ambulatory Surgery Centers",1,"Health",,,
"Bon Secours Richmond Health System",1,"Health",,,
"Temple University Health System",1,"Health",,,
"Association of Academic Health Centers",1,"Health",,,
"National Network of Public Health Institutes",1,"Health",,,
"Trauma Center Association of America",1,"Health",,,
"Gundersen Health System",1,"Health",,,
"ThedaCare",1,"Health",,,
"Baylor Scott & White Health",1,"Health",,,
"Mayo Clinic Health System",1,"Health",,,
"Northshore University HealthSystem",1,"Health",,,
"McFarland Clinic",1,"Health",,,
"Pacific Clinics",1,"Health",,,
"Lipitz Center for Integrated Health Care",1,"Health",,,
"Riddle Memorial Hospital",1,"Health",,,
"Iowa Hospital Association",1,"Health",,,
"Wisconsin Hospital Association",1,"Health",,,
"Community Health Systems",1,"Health",,,
"Beth Israel Deaconess Medical Center",1,"Health",,,
"Karmanos Cancer Institute",1,"Health",,,
"Washington State Hospital Association",1,"Health",,,
"St. Christopher's Hospital For Children",1,"Health",,,
"Manton Center for Orphan Disease Research",1,"Health",,,
"Olmstead Medical Center",1,"Health",,,
"Metropolitan Chicago Healthcare Council",1,"Health",,,
"Michigan Health & Hospital Association",1,"Health",,,
"Safety Net Hospitals For Pharmaceutical Access",1,"Health",,,
"Council of Women's and Infants' Specialty Hospitals",1,"Health",,,
"BJC HealthCare",1,"Health",,,
"St. Joseph's Hospital and Medical Center",1,"Health",,,
"New York-Presbyterian Hospital",1,"Health",,,
"National Association of Urban Hospitals",1,"Health",,,
"Rush University Medical Center",1,"Health",,,
"California Foundation for Independent Living Centers",1,"Health",,,
"Center For Independent Living Of South Florida, Inc.",1,"Health",,,
"Regional Addiction Prevention, Inc",1,"Health",,,
"Genocide Intervention Network",1,"Human Rights",,,
"Center For Democracy And Human Rights In Saudi Arabia",1,"Human Rights",,,
"Partnership For Effective Peacekeeping",1,"Human Rights",,,
"Act Against Torture",1,"Human Rights",,,
"Nysarc, Inc.",1,"Human Rights",,,
"The Arc of California",1,"Human Rights",,,
"Robert F. Kennedy Memorial",1,"Human Rights",,,
"Texas Council For Developmental Disabilities",1,"Human Rights",,,
"Abilities In Motion",1,"Human Rights",,,
"Campaign For Justice",1,"Human Rights",,,
"Survivors Of Toture International",1,"Human Rights",,,
"Foundation For Human Rights In Guatamala",1,"Human Rights",,,
"Justice For All",1,"Human Rights",,,
"Center for Justice and Accountability",1,"Human Rights",,,
"San Francisco Immigrant Legal & Education Network",1,"Human Rights",,,
"Federal Immigration Reform And Enforcement (fire)",1,"Human Rights",,,
"The Workforce Alliance",1,"Human Rights",,,
"Ada Watch And The National Coalition For Disability Rights",1,"Human Rights",,,
"Immigrant Law Center Of Minnesota",1,"Human Rights",,,
"Save Darfur",1,"Human Rights",,,
"Stop Prisoner Rape",1,"Human Rights",,,
"Justice For Immigrants",1,"Human Rights",,,
"Anti-Discrimination Center",1,"Human Rights",,,
"All Of Us Or None",1,"Human Rights",,,
"European Center For Constitutional And Human Rights",1,"Human Rights",,,
"International Federation For Human Rights",1,"Human Rights",,,
"American Freedom Campaign",1,"Human Rights",,,
"High Road For Human Rights",1,"Human Rights",,,
"Washington Lawyers' Committee for Civil Rights and Urban Affairs",1,"Human Rights",,,
"U.S. Committee for Refugees and Immigrants",1,"Human Rights",,,
"National Prison And Sentencing Consultants",1,"Human Rights",,,
"Minnesota Tenants Union",1,"Human Rights",,,
"Mpower Mississippi Poultry Workers For Empowerment And Respect",1,"Human Rights",,,
"New Orleans Institute",1,"Human Rights",,,
"Steps Coalition",1,"Human Rights",,,
"Modernizing Foreign Assistance Network",1,"Human Rights",,,
"Seattle Against Slavery",1,"Human Rights",,,
"Oregonians Against Measure 11",1,"Human Rights",,,
"A Better Way Foundation",1,"Human Rights",,,
"Center For Nuleadership On Urban Solutions",1,"Human Rights",,,
"Legal Rights Center Of Minneapolis",1,"Human Rights",,,
"Maryland Human Trafficking Task Force",1,"Human Rights",,,
"Global Alliance for Ministries and Departments of Peace",1,"Human Rights",,,
"American Congress of Community Support and Employment Services",1,"Human Rights",,,
"NISH",1,"Human Rights",,,
"Amnesty International, Mid-atlantic",1,"Human Rights",,,
"Federal Employees Against Discrimination",1,"Human Rights",,,
"Jeanette Rankin Peace Center",1,"Human Rights",,,
"Bits Of Freedom",1,"Human Rights",,,
"Bytes For All Pakistan",1,"Human Rights",,,
"Centre for Internet and Society - India",1,"Human Rights",,,
"Communication Is Your Right!",1,"Human Rights",,,
"Creative Commons Guatemala",1,"Human Rights",,,
"Free Network Foundation",1,"Human Rights",,,
"Open Rights Group",1,"Human Rights",,,
"Public Sphere Project",1,"Human Rights",,,
"Eastern North Carolina Stop Human Trafficking Now",1,"Human Rights",,,
"Occupy Joplin",1,"Human Rights",,,
"International Corporate Accountability Roundtable",1,"Human Rights",,,
"Family Justice",1,"Human Rights",,,
"Prison Legal News",1,"Human Rights",,,
"Prisons Foundation",1,"Human Rights",,,
"Citizens Commission On Human Rights International",1,"Human Rights",,,
"Community Legal Services, Inc.",1,"Human Rights",,,
"Western Center on Law and Poverty",1,"Human Rights",,,
"Reclaim The Media",1,"Human Rights",,,
"Avaaz",1,"Human Rights",,,
"Canadian Internet Policy and Public Interest Clinic",1,"Human Rights",,,
"Anti-oppression Resource And Training Alliance",1,"Human Rights",,,
"Privacy Rights Now Coalition",1,"Human Rights",,,
"Georgia Coalition Against Domestic Violence",1,"Human Rights",,,
"Insight Center for Community Economic Development",1,"Human Rights",,,
"Center for Independence of the Disabled Inc.",1,"Human Rights",,,
"Maternal and Child Health Access",1,"Human Rights",,,
"New Mexico Center on Law and Poverty",1,"Human Rights",,,
"Virginia Organizing",1,"Human Rights",,,
"Washington Community Action Network",1,"Human Rights",,,
"Alachua County Victim Services And Rape Crisis Center",1,"Human Rights",,,
"Artemis Justice Center",1,"Human Rights",,,
"Enlace Comunitario",1,"Human Rights",,,
"Paso Del Norte Civil Rights Project",1,"Human Rights",,,
"Battered Women's Legal Advocacy Project",1,"Human Rights",,,
"Cumbee Center To Assist Abused Persons",1,"Human Rights",,,
"Domestic Violence Alternatives / Sexual Assault Center",1,"Human Rights",,,
"Rape Victim Advocates",1,"Human Rights",,,
"Stop Abuse Campaign",1,"Human Rights",,,
"UNANIMA International",1,"Human Rights",,,
"Victim Rights Law Center",1,"Human Rights",,,
"Voice Male Magazine",1,"Human Rights",,,
"Volunteer Legal Services Hawaii",1,"Human Rights",,,
"National Coalition For Men",1,"Human Rights",,,
"Global Democracy Project",1,"Human Rights",,,
"North Texas Dream Team",1,"Human Rights",,,
"Institute For Research & Education On Human Rights",1,"Human Rights",,,
"Disabled Americans Want Work Now",1,"Human Rights",,,
"Global Justice Network",1,"Human Rights",,,
"First Amendment Project",1,"Human Rights",,,
"Global Community Monitor",1,"Human Rights",,,
"Physicians for Social Responsibility - Los Angeles",1,"Human Rights",,,
"International Center for Advocates Against Discrimination",1,"Human Rights",,,
"Physicians For Social Responsibility Philadelphia",1,"Human Rights",,,
"Justice Strategies",1,"Human Rights",,,
"Montgomery County Civil Rights Coalition",1,"Human Rights",,,
"WITNESS",1,"Human Rights",,,
"National Clearinghouse for the Defense of Battered Women",1,"Human Rights",,,
"Global Initiative for Economic, Social and Cultural Rights",1,"Human Rights",,,
"Texas Liberty Foundation",1,"Human Rights",,,
"New York Legal Assistance Group",1,"Human Rights",,,
"Empower",1,"Human Rights",,,
"Reprieve",1,"Human Rights",,,
"Americans for Democracy & Human Rights in Bahrain",1,"Human Rights",,,
"Jubilee Campaign USA",1,"Human Rights",,,
"Guatemala Human Rights Commission",1,"Human Rights",,,
"Human Rights Advocates",1,"Human Rights",,,
"Jacob Blaustein Institute for the Advancement of Human Rights",1,"Human Rights",,,
"Take Justice Back",1,"Human Rights",,,
"Appeal for Justice",1,"Human Rights",,,
"Shared Hope",1,"Human Rights",,,
"First Amendment.com",1,"Human Rights",,,
"Restore The Fourth",1,"Human Rights",,,
"Tenth Amendment Center",1,"Human Rights",,,
"National Coalition to Protect Civil Freedoms",1,"Human Rights",,,
"Triangle Foundation",1,"Human Rights",,,
"Lutherans Concerned /  North America",1,"Human Rights",,,
"Equality Forum",1,"Human Rights",,,
"Equality California",1,"Human Rights",,,
"Service Members United",1,"Human Rights",,,
"Alexander Hamilton Post 448",1,"Human Rights",,,
"Blue Alliance",1,"Human Rights",,,
"Knights Out",1,"Human Rights",,,
"New England Gay, Lesbian, Bisexual & Transgender Inc.",1,"Human Rights",,,
"Palm Center",1,"Human Rights",,,
"Safeschools – Palm Springs / Desert Communities",1,"Human Rights",,,
"Kentucky Fairness Alliance",1,"Human Rights",,,
"Act on Principles",1,"Human Rights",,,
"Empire State Pride Agenda",1,"Human Rights",,,
"Movement Advancement Project",1,"Human Rights",,,
"Oklahomans For Equality",1,"Human Rights",,,
"Center For Artistic Revolution (arkansas)",1,"Human Rights",,,
"Equality Arizona",1,"Human Rights",,,
"Equality Illinois",1,"Human Rights",,,
"Equality North Carolina",1,"Human Rights",,,
"Equality Ohio",1,"Human Rights",,,
"Equality Pennsylvania",1,"Human Rights",,,
"Florida Together",1,"Human Rights",,,
"Georgia Equality",1,"Human Rights",,,
"Love Makes A Family Pac (connecticut)",1,"Human Rights",,,
"MassEquality",1,"Human Rights",,,
"Promo (missouri)",1,"Human Rights",,,
"South Carolina Equality",1,"Human Rights",,,
"Tennessee Equality Project",1,"Human Rights",,,
"Bisexual Resource Center",1,"Human Rights",,,
"Gay and Lesbian Medical Association",1,"Human Rights",,,
"Johnson Family Foundation",1,"Human Rights",,,
"Council for Global Equality",1,"Human Rights",,,
"Anti-violence Project",1,"Human Rights",,,
"Lgbt Cancer Project",1,"Human Rights",,,
"Malecare Cancer Support",1,"Human Rights",,,
"Citizens Alliance Pro Lgbtta Health Of Puerto Rico",1,"Human Rights",,,
"LPAC",1,"Human Rights",,,
"Brethren Mennonite Council for Lesbian, Gay, Bisexual and Transgender Interests",1,"Human Rights",,,
"Nehirim",1,"Human Rights",,,
"New Ways Ministry",1,"Human Rights",,,
"Soulforce",1,"Human Rights",,,
"United Church of Christ, Office for Lesbian, Gay, Bisexual and Transgender Ministries",1,"Human Rights",,,
"Colage",1,"Human Rights",,,
"Equality Matters",1,"Human Rights",,,
"International Foundation for Gender Education",1,"Human Rights",,,
"Unid@s",1,"Human Rights",,,
"LGBT Tech Partnership",1,"Human Rights",,,
"Hispanic Technology and Telecommunications Partnership",1,"Human Rights",,,
"Office Of Hawaiin Affairs (oha)",1,"Human Rights",,,
"National Federation Of Croatian Americans",1,"Human Rights",,,
"Jewish Community Relations Council Of Minnesota And The Dakotas",1,"Human Rights",,,
"United Jewish Communities Of Metrowest New Jersey",1,"Human Rights",,,
"Baltimore Jewish Council",1,"Human Rights",,,
"La Raza Nueva",1,"Human Rights",,,
"Korean American Coalition, Atlanta Chapter",1,"Human Rights",,,
"Hellenic American Leadership Council",1,"Human Rights",,,
"Citizens Equal Rights Alliance",1,"Human Rights",,,
"Sigma Pi Phi Fraternity",1,"Human Rights",,,
"Minority Executive Directions Coalition",1,"Human Rights",,,
"National Latino Congreso",1,"Human Rights",,,
"Western Wayne Naacp",1,"Human Rights",,,
"Latin Business Association",1,"Human Rights",,,
"U.S. Hispanic Contractors Association",1,"Human Rights",,,
"Asian Americans for Civil Rights and Equality",1,"Human Rights",,,
"National Latino Council of Alcohol and Tobacco Prevention",1,"Human Rights",,,
"United African Organization",1,"Human Rights",,,
"Institute of Women and Ethnic Studies",1,"Human Rights",,,
"The Arabic Network For Human Rights Information",1,"Human Rights",,,
"Mexicans and Americans Thinking Together",1,"Human Rights",,,
"Asian Pacific Islander Community Leadership Foundation",1,"Human Rights",,,
"Institute of the Black World 21st Century",1,"Human Rights",,,
"Latino Health Communications Network",1,"Human Rights",,,
"Alliance Of Hispanic Social Workers",1,"Human Rights",,,
"Black Concerns Committee, New York Yearly Meeting, Religious Society Of Friends",1,"Human Rights",,,
"No Fear Coalition",1,"Human Rights",,,
"National Black Leadership Commission on Aids",1,"Human Rights",,,
"National Latino / A Law Student Association",1,"Human Rights",,,
"Beaufort County Black Chamber Of Commerce",1,"Human Rights",,,
"National Organization of Black Elected Legislative Women",1,"Human Rights",,,
"Parents Alliance",1,"Human Rights",,,
"Minkwon Center for Community Action",1,"Human Rights",,,
"Equal Partners in Faith",1,"Human Rights",,,
"National Organization of Concerned Black Men, Inc",1,"Human Rights",,,
"National Trust for the Development of African-American Men",1,"Human Rights",,,
"AsianWeek Foundation",1,"Human Rights",,,
"Association Of Minority Health Professions Schools",1,"Human Rights",,,
"Coalition For Asian American Children & Families",1,"Human Rights",,,
"Great Beginnings for Black Babies",1,"Human Rights",,,
"National Tongan American Society",1,"Human Rights",,,
"Pacific Islander Cancer Survivors Network",1,"Human Rights",,,
"Project Charge",1,"Human Rights",,,
"Samoan National Nurses Association",1,"Human Rights",,,
"American Tegulu Association",1,"Human Rights",,,
"La Conexión De Las Américas",1,"Human Rights",,,
"BIENESTAR",1,"Human Rights",,,
"Irish Lobby for Immigration Reform",1,"Human Rights",,,
"Midwest Asian Heath Association",1,"Human Rights",,,
"Asian Center - Southeast Michigan",1,"Human Rights",,,
"Asian Services In Action",1,"Human Rights",,,
"California Latinas for Reproductive Justice",1,"Human Rights",,,
"California Pan-Ethnic Health Network",1,"Human Rights",,,
"Center for Pan Asian Community Services, Inc.",1,"Human Rights",,,
"Colorado Organization For Latina Opportunity And Reproductive Rights",1,"Human Rights",,,
"Guam Communications Network",1,"Human Rights",,,
"Iraqi Community Center",1,"Human Rights",,,
"Joint Center For Political And Economic Studies",1,"Human Rights",,,
"Latino Commission on AIDS",1,"Human Rights",,,
"National Black Women's Hiv / Aids Network",1,"Human Rights",,,
"National Cambodian American Health Initiative",1,"Human Rights",,,
"New Mexico Asian Family Center",1,"Human Rights",,,
"Ohio Asian American Health Coalition",1,"Human Rights",,,
"Vietnamese American Young Leaders Association Of New Orleans",1,"Human Rights",,,
"Vietnamese Student Association",1,"Human Rights",,,
"African Services Committee",1,"Human Rights",,,
"Central American Resource Center – Los Angeles",1,"Human Rights",,,
"Fuerza Latina",1,"Human Rights",,,
"Intercultural Advocacy Institute",1,"Human Rights",,,
"Latin American Coalition",1,"Human Rights",,,
"Voces Unidas For Justice",1,"Human Rights",,,
"Latin American Association",1,"Human Rights",,,
"Latinas Unidas Por Un Nuevo Amanecer",1,"Human Rights",,,
"National Coalition of 100 Black Women",1,"Human Rights",,,
"National Conference Supporting Jews in Russia, Ukraine, the Baltic States & Eurasia",1,"Human Rights",,,
"Immigrant Youth Leadership Initiative of Alabama",1,"Human Rights",,,
"El Cambio",1,"Human Rights",,,
"Students United from Sun Flower Community Action",1,"Human Rights",,,
"Undocumented Youth in Action",1,"Human Rights",,,
"Salt Lake Dream Team",1,"Human Rights",,,
"Hispanic American Growers Association",1,"Human Rights",,,
"Black Organizing Project",1,"Human Rights",,,
"California Conference For Equality And Justice",1,"Human Rights",,,
"Hispanic Heritage Foundation",1,"Human Rights",,,
"MORE",1,"Human Rights",,,
"National Association of Negro Business and Professional Women's Clubs",1,"Human Rights",,,
"La Union del Pueblo Entero",1,"Human Rights",,,
"Hispanic Leadership Network",1,"Human Rights",,,
"Black American Leadership Alliance",1,"Human Rights",,,
"Arab American Family Support Center",1,"Human Rights",,,
"National Organization of Black Women in Law Enforcement",1,"Human Rights",,,
"South Asian Bar Association of North America",1,"Human Rights",,,
"South Asian Network",1,"Human Rights",,,
"Hispanic Education Coalition",1,"Human Rights",,,
"Asian-American Homeownership Counseling",1,"Human Rights",,,
"Latino Economic Development Center",1,"Human Rights",,,
"American Hungarian Federation",1,"Human Rights",,,
"American Latvian Association",1,"Human Rights",,,
"Belarusan-American Association",1,"Human Rights",,,
"Bulgarian Institute for Research and Analysis",1,"Human Rights",,,
"Congress of Romanian Americans",1,"Human Rights",,,
"Estonian American National Council",1,"Human Rights",,,
"Georgian Association in the United States of America",1,"Human Rights",,,
"Hungarian American Coalition",1,"Human Rights",,,
"Joint Baltic American National Committee",1,"Human Rights",,,
"Lithuanian American Council",1,"Human Rights",,,
"Lithuanian American Community",1,"Human Rights",,,
"Polish American Congress",1,"Human Rights",,,
"Slovak League of America",1,"Human Rights",,,
"Ukrainian National Association",1,"Human Rights",,,
"Politic365",1,"Human Rights",,,
"National Federation of Filipino American Associations",1,"Human Rights",,,
"Native Hawaiian Organizations Association",1,"Human Rights",,,
"World Jewish Congress",1,"Human Rights",,,
"Mi Familia Vota",1,"Human Rights",,,
"Adhikaar",1,"Human Rights",,,
"Union of Councils for Jews in the Former Soviet Union",1,"Human Rights",,,
"La Casa De Esperanza",1,"Human Rights",,,
"National Hispanic Foundation for the Arts",1,"Human Rights",,,
"National Hispana Leadership Institute",1,"Human Rights",,,
"United States Mexico Foundation",1,"Human Rights",,,
"Hip Hop Congress",1,"Human Rights",,,
"Nez Perce Tribe",1,"Human Rights",,,
"Shoshone-paiute Tribes Of The Duck Valley Reservation",1,"Human Rights",,,
"Confederated Tribes of Siletz Indians of Oregon",1,"Human Rights",,,
"Confederated Tribes Of The Grand Ronde Community Of Oregon",1,"Human Rights",,,
"The Confederated Tribes Of Warm Springs Reservation Of Oregon",1,"Human Rights",,,
"Soboba Band of Luiseño Indians",1,"Human Rights",,,
"Monacan Indian Nation",1,"Human Rights",,,
"Rappahannock Tribe",1,"Human Rights",,,
"Chickahominy Tribe",1,"Human Rights",,,
"Little Shell Tribe",1,"Human Rights",,,
"Midwest Alliance of Sovereign Tribes",1,"Human Rights",,,
"Echota Cherokee Tribe Of Alabama",1,"Human Rights",,,
"Burt Lake Band Of Ottawa And Chippewa Indians",1,"Human Rights",,,
"Crow Nation",1,"Human Rights",,,
